Pattern,Explanation,Example Sentence,Example Translation,Additional Notes,Pitfalls
（動詞連用形）＋忘[わす]れる,表示「一時疏忽忘記進行的行為」，多用於書寫、填寫等。<br><br>🧠 文法解析：<br><ul><li><div><b>きのうのテストで、</b></div><ul><li><div><b>きのうのテストで</b>：「昨天」+「的」+「考試」+「在」，表示事件發生的時間和場合。</div></li></ul></li><li><div><b>解答[かいとう]用紙[ようし]に</b></div><ul><li><div><b>解答[かいとう]用紙[ようし]に</b>：名詞「答案紙」+格助詞「に」，表示書寫的地點。</div></li></ul></li><li><div><b>名前[なまえ]を</b></div><ul><li><div><b>名前[なまえ]を</b>：名詞「名字」+格助詞「を」，表示書寫的對象。</div></li></ul></li><li><div><b>書[か]き忘[わす]れました。</b></div><ul><li><div><b>書[か]き忘[わす]れました</b>：動詞「<b>書[か]き忘[わす]れる</b>」（忘記寫）的<b>ました形</b>（禮貌體過去式）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「 書[か]き忘[わす]れる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>書[か]き忘[わす]れる</td><td>忘記寫</td></tr><tr><td>否定</td><td>書[か]き忘[わす]れない</td><td>沒忘記寫</td></tr><tr><td><b>過去</b></td><td><b>書[か]き忘[わす]れた</b></td><td><b>忘記寫了 (本句使用禮貌體 書き忘れました)</b></td></tr><tr><td>過去否定</td><td>書[か]き忘[わす]れなかった</td><td>沒忘記寫過</td></tr><tr><td>て形</td><td>書[か]き忘[わす]れて</td><td>忘記寫（後）</td></tr><tr><td>意向形</td><td>書[か]き忘[わす]れよう</td><td>忘記寫吧</td></tr></tbody></table>,きのうのテストで、解答[かいとう]用紙[ようし]に 名前[なまえ]を 書[か]き忘[わす]れました。,昨天考試時，忘了在答案紙上寫名字。<br><br>🧾 單字速記：<br><ul><li><b>きのう</b>：昨天</li><li><b>テスト</b>：考試</li><li><b>解答[かいとう]用紙[ようし]</b>：答案紙</li><li><b>名前[なまえ]</b>：名字</li><li><b>書[か]き忘[わす]れる</b>：忘記寫</li></ul>,「書[か]く」＋「忘[わす]れる」→「書[か]き忘[わす]れる」，強調「該寫卻忘記」。常與「うっかり」搭配使用。<br><br>📝 語感補充：<br><ul><li><b>「うっかり」的搭配</b>：這個句型常與副詞「うっかり」（不小心、稀里糊塗地）搭配，變成「うっかり書き忘れました」，更能表現出「非故意、因疏忽而忘記」的語感。</li><li><b>使用場景</b>：適用於忘記填寫表格、忘記寫作業、忘記簽名等各種「應寫而未寫」的場合。</li></ul>,❌ 語感錯置：× 書くのを忘れました（語意正確但較不自然）❌ 誤譯為「沒寫」：缺乏「應該寫卻忘了」的語氣
（動詞連用形）＋忘[わす]れる,表示「放著忘記拿走」，強調物品遺留在原地。<br><br>🧠 文法解析：<br><ul><li><div><b>公園[こうえん]の ベンチに</b>：表示場所，「在公園的長椅上」。</div></li><li><div><b>置[お]き忘[わす]れた 本[ほん]を</b>：動詞「<b>置き忘れる</b>」(忘記放)的過去式修飾名詞「本」(書)，「を」表示「取りに行く」的對象。</div></li><li><div><b>取[と]りに 行[い]ったら、</b>：動詞連用形+に 行く，表示「為了做...而去」。此處為「去拿」。たら表示「...之後，結果...」。</div></li><li><div><b>なくなっていた。</b>：動詞「<b>なくなる</b>」(不見)的て形+いた，表示過去某個時間點的持續狀態，「已經不見了」。</div></li></ul><br><br>📘 動詞補充（以「 置[お]き忘[わす]れる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>置[お]き忘[わす]れる</td><td>忘記放</td></tr><tr><td>否定</td><td>置[お]き忘[わす]れない</td><td>沒忘記放</td></tr><tr><td><b>過去</b></td><td><b>置[お]き忘[わす]れた</b></td><td><b>忘記放了</b></td></tr><tr><td>過去否定</td><td>置[お]き忘[わす]れなかった</td><td>沒忘記放過</td></tr><tr><td>て形</td><td>置[お]き忘[わす]れて</td><td>忘記放（後）</td></tr><tr><td>意向形</td><td>置[お]き忘[わす]れよう</td><td>忘記放吧</td></tr></tbody></table>,公園[こうえん]の ベンチに 置[お]き忘[わす]れた 本[ほん]を 取[と]りに 行[い]ったら、なくなっていた。,去公園的長椅拿忘記放的書時，發現不見了。<br><br>🧾 單字速記：<br><ul><li><b>公園[こうえん]</b>：公園</li><li><b>ベンチ</b>：長椅</li><li><b>置[お]き忘[わす]れる</b>：忘記放、遺忘</li><li><b>本[ほん]</b>：書</li><li><b>取[と]りに 行[い]く</b>：去拿</li><li><b>なくなる</b>：不見、消失</li></ul>,「置[お]く」（放）＋「忘[わす]れる」（忘記）→「置[お]き忘[わす]れる」表示放下物品後忘記帶走。中文語感是「忘記帶走」。<br><br>📝 語感補充：<br><ul><li><b>「〜たら、〜ていた」句型</b>：這個句型常用來表示「做了A之後，才發現B這個意外的狀況」。例如「家に帰ったら、誰もいなかった」（回到家才發現誰都不在）。</li><li><b>比較</b>：「忘れる」有很多複合動詞，意思細微不同：「飲み忘れる」(忘記喝)、「言い忘れる」(忘記說)、「置き忘れる」(忘記拿走放著的東西)。</li></ul>,❌ 語意誤解：× 本を忘れた（只表示「忘記書」或「沒帶」）❌ 用字錯誤：× 置きました（僅表示「放下」）
（動詞連用形）＋忘[わす]れる,表示「不再需要後忘記拿回」，常用於日常情境（如傘、衣物）。<br><br>🧠 文法解析：<br><ul><li><div><b>午後[ごご]から 急[きゅう]に いい天気[てんき]に なったので、</b></div><ul><li><div><b>ので</b>：表示客觀原因，「因為下午天氣突然變好了，所以...」。</div></li></ul></li><li><div><b>会社[かいしゃ]に 傘[かさ]を 置[お]き忘[わす]れた。</b></div><ul><li><div><b>会社[かいしゃ]に</b>：名詞「公司」+格助詞「に」，表示物品遺忘的地點。</div></li><li><div><b>傘[かさ]を</b>：名詞「傘」+格助詞「を」，表示遺忘的物品。</div></li><li><div><b>置[お]き忘[わす]れた</b>：動詞「<b>置[お]き忘[わす]れる</b>」（忘記拿）的<b>た形</b>（過去式）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「 置[お]き忘[わす]れる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>置[お]き忘[わす]れる</td><td>忘記拿</td></tr><tr><td>否定</td><td>置[お]き忘[わす]れない</td><td>沒忘記拿</td></tr><tr><td><b>過去</b></td><td><b>置[お]き忘[わす]れた</b></td><td><b>忘記拿了</b></td></tr><tr><td>過去否定</td><td>置[お]き忘[わす]れなかった</td><td>沒忘記拿過</td></tr><tr><td>て形</td><td>置[お]き忘[わす]れて</td><td>忘記拿（後）</td></tr><tr><td>意向形</td><td>置[お]き忘[わす]れよう</td><td>忘記拿吧</td></tr></tbody></table>,午後[ごご]から 急[きゅう]に いい天気[てんき]に なったので、会社[かいしゃ]に 傘[かさ]を 置[お]き忘[わす]れた。,下午突然放晴了，所以把傘忘在公司了。<br><br>🧾 單字速記：<br><ul><li><b>午後[ごご]</b>：下午</li><li><b>急[きゅう]に</b>：突然地</li><li><b>いい天気[てんき]</b>：好天氣</li><li><b>会社[かいしゃ]</b>：公司</li><li><b>傘[かさ]</b>：傘</li><li><b>置[お]き忘[わす]れる</b>：忘記拿、遺忘</li></ul>,同樣是「置[お]き忘[わす]れる」，此句語感為「原本有意拿走但忘記」。常與氣候、狀況變化搭配。<br><br>📝 語感補充：<br><ul><li><b>原因理由「ので」vs「から」</b><ul><li><b>ので</b>：多用於客觀、自然的因果關係，語氣較委婉。本句天氣變化是客觀事實，用「ので」很自然。</li><li><b>から</b>：多用於主觀判斷，語氣較直接。</li></ul></li><li><b>使用場景</b>：描述因為某種狀況改變，導致原本需要或攜帶的物品變得不再需要，結果就忘記帶走了。</li></ul>,❌ 動詞混淆：× 忘れた（意涵過於籠統）❌ 漢字誤寫：× 置忘れた（誤省略假名）
（動詞連用形）＋忘[わす]れる,表示「不小心放錯或忘記帶回」，常與「ちゃった（てしまった）」搭配表後悔或困擾。<br><br>🧠 文法解析：<br><ul><li><div><b>財布[さいふ]を どこかに</b></div><ul><li><div><b>財布[さいふ]を</b>：名詞「錢包」+格助詞「を」。</div></li><li><div><b>どこかに</b>：代名詞「どこか」(某處)+助詞「に」。</div></li></ul></li><li><div><b>置[お]き忘[わす]れて、</b></div><ul><li><div><b>置[お]き忘[わす]れて</b>：動詞「<b>置[お]き忘[わす]れる</b>」（忘記拿）的<b>て形</b>。</div></li></ul></li><li><div><b>帰[かえ]って きちゃった。</b></div><ul><li><div><b>帰[かえ]って きちゃった</b>：「帰ってくる」(回來)的て形，加上「てしまう」的口語縮約形「ちゃう」，表示懊悔或無可奈何的語氣，「竟然就回來了」。</div></li></ul></li></ul><br><br>📘 動詞補充（以「 置[お]き忘[わす]れる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>置[お]き忘[わす]れる</td><td>忘記拿</td></tr><tr><td>否定</td><td>置[お]き忘[わす]れない</td><td>沒忘記拿</td></tr><tr><td>過去</td><td>置[お]き忘[わす]れた</td><td>忘記拿了</td></tr><tr><td>過去否定</td><td>置[お]き忘[わす]れなかった</td><td>沒忘記拿過</td></tr><tr><td><b>て形</b></td><td><b>置[お]き忘[わす]れて</b></td><td><b>忘記拿（後）</b></td></tr><tr><td>意向形</td><td>置[お]き忘[わす]れよう</td><td>忘記拿吧</td></tr></tbody></table>,財布[さいふ]を どこかに 置[お]き忘[わす]れて、帰[かえ]って きちゃった。,不知道把錢包忘在哪裡就回家了。<br><br>🧾 單字速記：<br><ul><li><b>財布[さいふ]</b>：錢包</li><li><b>どこか</b>：某處</li><li><b>置[お]き忘[わす]れる</b>：忘記拿</li><li><b>帰[かえ]ってくる</b>：回來</li><li><b>〜てしまう (ちゃう)</b>：(懊悔地)做了...</li></ul>,「ちゃった」是「てしまった」的口語省略，用於表達懊惱或意外。整句語氣為「不小心忘了帶」。<br><br>📝 語感補充：<br><ul><li><b>「〜てしまう」的口語縮約</b><ul><li><b>〜てしまう → 〜ちゃう</b> (例：行ってしまう → 行っちゃんう)</li><li><b>〜でしまう → 〜じゃう</b> (例：飲んでしまう → 飲んじゃう)</li></ul></li><li><b>語感</b>：使用「〜ちゃう」或「〜じゃう」會讓語氣非常口語、隨性，並帶有懊惱、遺憾或「完了」的感覺。</li></ul>,❌ 省略誤用：× 帰ってきた（無懊惱語氣）❌ 文體錯位：× 帰ってきてしまいました（太正式，與語氣不符）
（動詞連用形）＋たて,表示「剛剛完成」「新鮮出爐」的狀態，強調動作剛結束後的狀態。<br><br>🧠 文法解析：<br><ul><li><div><b>炊[た]きたての ご飯[はん]は</b></div><ul><li><div><b>炊[た]きたて</b>：動詞「炊く」的連用形 + 接尾詞「たて」，形成名詞，表示「剛煮好的」狀態。</div></li><li><div><b>の</b>：助詞，連接兩個名詞。</div></li><li><div><b>ご飯[はん]</b>：名詞，「飯」。</div></li><li><div><b>は</b>：提示助詞，設定主題。</div></li></ul></li><li><div><b>おいしいです。</b></div><ul><li><div><b>おいしいです</b>：い形容詞「おいしい」(好吃的)的禮貌體。</div></li></ul></li></ul><br><br>📘 動詞補充（以「 炊[た]く」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>炊[た]く</td><td>煮飯</td></tr><tr><td>否定</td><td>炊[た]かない</td><td>不煮飯</td></tr><tr><td>過去</td><td>炊[た]いた</td><td>煮了飯</td></tr><tr><td>過去否定</td><td>炊[た]かなかった</td><td>沒煮飯</td></tr><tr><td>て形</td><td>炊[た]いて</td><td>煮飯（後）</td></tr><tr><td>意向形</td><td>炊[た]こう</td><td>煮飯吧</td></tr></tbody></table>,炊[た]きたての ご飯[はん]は おいしいです。,剛煮好的飯很好吃。<br><br>🧾 單字速記：<br><ul><li><b>炊[た]きたて</b>：剛煮好的</li><li><b>ご飯[はん]</b>：飯</li><li><b>おいしい</b>：好吃的</li></ul>,「炊[た]く」（煮飯）＋「たて」→「炊[た]きたて」表示飯剛煮好。語感：熱騰騰、新鮮剛完成。常與食物搭配。<br><br>📝 語感補充：<br><ul><li><b>「〜たて」的用法</b>：「動詞連用形 + たて」通常用來修飾名詞，強調「剛...」的狀態，充滿新鮮感。</div></li><li><b>常見搭配</b>：常用於食物，如「焼きたてのパン」(剛烤好的麵包)、「揚げたての天ぷら」(剛炸好的天婦羅)。也可用於其他動作，如「ペンキ塗りたて」(油漆剛刷好)。</li></ul>,❌ 語義誤解：× 炊いたご飯（僅指煮過的飯，非「剛煮好」）❌ 用詞錯誤：× 炊いたばかり（語氣較中性，少「剛出爐」感）
（動詞連用形）＋たて,表示「剛做好的」「新鮮完成的」狀態，用於食物或剛產出的東西。<br><br>🧠 文法解析：<br><ul><li><div><b>焼[や]きたての パンは</b></div><ul><li><div><b>焼[や]きたて</b>：動詞「焼く」的連用形 + 接尾詞「たて」，表示「剛烤好的」。</div></li><li><div><b>の</b>：助詞，連接兩個名詞。</div></li><li><div><b>パン</b>：名詞，「麵包」。</div></li><li><div><b>は</b>：提示助詞，設定主題。</div></li></ul></li><li><div><b>おいしいです。</b></div><ul><li><div><b>おいしいです</b>：い形容詞「おいしい」(好吃的)的禮貌體。</div></li></ul></li></ul><br><br>📘 動詞補充（以「 焼[や]く」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>焼[や]く</td><td>烤</td></tr><tr><td>否定</td><td>焼[や]かない</td><td>不烤</td></tr><tr><td>過去</td><td>焼[や]いた</td><td>烤了</td></tr><tr><td>過去否定</td><td>焼[や]かなかった</td><td>沒烤過</td></tr><tr><td>て形</td><td>焼[や]いて</td><td>烤（後）</td></tr><tr><td>意向形</td><td>焼[や]こう</td><td>烤吧</td></tr></tbody></table>,焼[や]きたての パンは おいしいです。,剛烤好的麵包很好吃。<br><br>🧾 單字速記：<br><ul><li><b>焼[や]きたて</b>：剛烤好的</li><li><b>パン</b>：麵包</li><li><b>おいしい</b>：好吃的</li></ul>,「焼[や]く」（烤）＋「たて」→「焼[や]きたて」表示「剛出爐的麵包」。語感：香氣仍在、溫熱新鮮。<br><br>📝 語感補充：<br><ul><li><b>新鮮的魅力</b>：「〜たて」這個表達方式，完美地傳達了食物剛完成時的熱氣、香氣和最佳口感，非常有吸引力。</li><li><b>擴展用法</b>：除了食物，也可以用在其他事物上，例如「できたてのビル」（剛蓋好的大樓）、「ペンキ塗りたてのベンチ」（剛漆好油漆的長椅）。</li></ul>,❌ 語意不足：× 焼いたパン（只表示烤過）❌ 搭配錯誤：× 焼きましたパン（語法錯誤）
（動詞連用形）＋たて,表示「剛採、剛取」的動作結果，強調新鮮感。<br><br>🧠 文法解析：<br><ul><li><div><b>とりたての 野菜[やさい]は</b></div><ul><li><div><b>とりたて</b>：動詞「取る」的連用形 + 接尾詞「たて」，表示「剛摘採的」。</div></li><li><div><b>の</b>：助詞，連接兩個名詞。</div></li><li><div><b>野菜[やさい]</b>：名詞，「蔬菜」。</div></li><li><div><b>は</b>：提示助詞，設定主題。</div></li></ul></li><li><div><b>おいしいです。</b></div><ul><li><div><b>おいしいです</b>：い形容詞「おいしい」(好吃的)的禮貌體。</div></li></ul></li></ul><br><br>📘 動詞補充（以「 取[と]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>取[と]る</td><td>拿、取、採</td></tr><tr><td>否定</td><td>取[と]らない</td><td>不拿</td></tr><tr><td>過去</td><td>取[と]った</td><td>拿了</td></tr><tr><td>過去否定</td><td>取[と]らなかった</td><td>沒拿過</td></tr><tr><td>て形</td><td>取[と]って</td><td>拿（後）</td></tr><tr><td>意向形</td><td>取[と]ろう</td><td>拿吧</td></tr></tbody></table>,とりたての 野菜[やさい]は おいしいです。,現採的蔬菜很好吃。<br><br>🧾 單字速記：<br><ul><li><b>とりたて</b>：現採的</li><li><b>野菜[やさい]</b>：蔬菜</li><li><b>おいしい</b>：好吃的</li></ul>,「取[と]る／採[と]る」（採摘）＋「たて」→「とりたて」表示剛摘下的新鮮狀態。語感：自然新鮮、未經放置。<br><br>📝 語感補充：<br><ul><li><b>漢字「取る」與「採る」</b>：在這個情境下，「採る」更強調從自然界中「採集、採摘」的動作，所以「採りたて」是更精確的寫法。不過口語中有時也通用「取りたて」。</li><li><b>新鮮的語感</b>：「〜たて」是強調新鮮度的最佳詞彙之一，比「新しい」更生動。</li></ul>,❌ 語意錯位：× 新しい野菜（僅形容新，不表「現採」）❌ 語法誤：× 取った野菜（僅表示動作已完成）
（動詞連用形）＋たて,表示「剛完成」的狀態，特別用於食物，強調新鮮現做。<br><br>🧠 文法解析：<br><ul><li><div><b>これは</b></div><ul><li><div><b>これ</b>：代名詞，「這個」。</div></li><li><div><b>は</b>：提示助詞，設定主題。</div></li></ul></li><li><div><b>揚[あ]げたての エビフライです。</b></div><ul><li><div><b>揚[あ]げたて</b>：動詞「揚げる」的連用形 + 接尾詞「たて」，表示「剛炸好的」。</div></li><li><div><b>の</b>：助詞，連接兩個名詞。</div></li><li><div><b>エビフライ</b>：名詞，「炸蝦」。</div></li><li><div><b>です</b>：禮貌體結尾。</div></li></ul></li></ul><br><br>📘 動詞補充（以「 揚[あ]げる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>揚[あ]げる</td><td>炸</td></tr><tr><td>否定</td><td>揚[あ]げない</td><td>不炸</td></tr><tr><td>過去</td><td>揚[あ]げた</td><td>炸了</td></tr><tr><td>過去否定</td><td>揚[あ]げなかった</td><td>沒炸過</td></tr><tr><td>て形</td><td>揚[あ]げて</td><td>炸（後）</td></tr><tr><td>意向形</td><td>揚[あ]げよう</td><td>炸吧</td></tr></tbody></table>,これは 揚[あ]げたての エビフライです。,這是剛炸好的炸蝦。<br><br>🧾 單字速記：<br><ul><li><b>これ</b>：這個</li><li><b>揚[あ]げたて</b>：剛炸好的</li><li><b>エビフライ</b>：炸蝦</li></ul>,「揚[あ]げる」（炸）＋「たて」→「揚[あ]げたて」表示「剛炸好」。語感：熱騰騰、香氣十足的新鮮現炸狀態。<br><br>📝 語感補充：<br><ul><li><b>「〜たて」的魅力</b>：這個用法能生動地描繪出食物剛出鍋時最誘人的樣子，是美食節目和餐廳菜單的愛用詞。</li><li><b>與「ばかり」的區別</b>：「揚げたばかり」也可以說，但「揚げたて」更強調「新鮮出爐」的那個瞬間，語感更生動。</li></ul>,❌ 語義混淆：× 揚げました（只表示「炸過」，無新鮮語感）❌ 語氣錯位：× 揚げたばかり（較中性，少「現做」感）
（動詞連用形）＋たて,表示「剛採收、現採」的狀態，強調天然新鮮。<br><br>🧠 文法解析：<br><ul><li><div><b>ここに あるのは、</b></div><ul><li><div><b>ここに あるの</b>：「這裡有的東西」。「の」是形式名詞，代替「もの」。</div></li><li><div><b>は</b>：提示助詞。</div></li></ul></li><li><div><b>どれも</b></div><ul><li><div><b>どれも</b>：代名詞「どれ」(哪個) + 係助詞「も」，表示「無論哪個都、全部」。</div></li></ul></li><li><div><b>採[と]りたての 果物[くだもの]ばかりです。</b></div><ul><li><div><b>採[と]りたての 果物[くだもの]</b>：「剛採的水果」。</div></li><li><div><b>ばかりです</b>：副助詞「ばかり」表示「淨是、全是」，強調種類的單一性。</div></li></ul></li></ul><br><br>📘 動詞補充（以「 採[と]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>採[と]る</td><td>採摘</td></tr><tr><td>否定</td><td>採[と]らない</td><td>不採摘</td></tr><tr><td>過去</td><td>採[と]った</td><td>採摘了</td></tr><tr><td>過去否定</td><td>採[と]らなかった</td><td>沒採摘過</td></tr><tr><td>て形</td><td>採[と]って</td><td>採摘（後）</td></tr><tr><td>意向形</td><td>採[と]ろう</td><td>採摘吧</td></tr></tbody></table>,ここに あるのは、どれも 採[と]りたての 果物[くだもの]ばかりです。,這裡的全都是剛採下來的水果。<br><br>🧾 單字速記：<br><ul><li><b>ここ</b>：這裡</li><li><b>ある</b>：有、在</li><li><b>どれも</b>：每個都</li><li><b>採[と]りたて</b>：現採的</li><li><b>果物[くだもの]</b>：水果</li><li><b>ばかり</b>：淨是、全是</li></ul>,「採[と]る」（採摘）＋「たて」→「採[と]りたて」＝「現採的新鮮狀態」。常見搭配：果物、野菜、米。<br><br>📝 語感補充：<br><ul><li><b>「〜ばかり」的用法</b>：表示「光是、淨是」，暗示數量或種類的單一性，有時帶有「除此之外沒有別的」的語感。例如「テレビばかり見ている」（光看電視）。</li><li><b>強調新鮮</b>：整句話「採りたての果物ばかりです」非常有力地向顧客或朋友推薦水果的品質，強調「全部都是剛摘的，非常新鮮」。</li></ul>,❌ 語義誤會：× 新しい果物（僅表新，不含「現採」含義）❌ 搭配錯誤：× 採った果物（動作完成但無新鮮語感）
（動詞連用形）＋たて,表示「剛經歷某事後不久」的狀態，常用於時間短、經驗淺的情境。<br><br>🧠 文法解析：<br><ul><li><div><b>日本[にほん]へ 来[き]たての ころは、</b></div><ul><li><div><b>日本[にほん]へ</b>：名詞「日本」+助詞「へ」，表示方向。</div></li><li><div><b>来[き]たて</b>：動詞「来る」的連用形 + 接尾詞「たて」，表示「剛來的」。</div></li><li><div><b>の ころは</b>：「的時候」。</div></li></ul></li><li><div><b>何[なに]も わからなくて</b></div><ul><li><div><b>何も</b>：「什麼都...」。</div></li><li><div><b>わからなくて</b>：動詞「わかる」的否定て形，表示原因，「因為什麼都不懂」。</div></li></ul></li><li><div><b>困[こま]った。</b></div><ul><li><div><b>困[こま]った</b>：動詞「<b>困[こま]る</b>」（困擾）的<b>た形</b>（過去式）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「 来[く]る」為例 → <b>カ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>来[く]る</td><td>來</td></tr><tr><td>否定</td><td>来[こ]ない</td><td>不來</td></tr><tr><td><b>過去</b></td><td><b>来[き]た</b></td><td><b>來了</b></td></tr><tr><td>過去否定</td><td>来[こ]なかった</td><td>沒來過</td></tr><tr><td>て形</td><td>来[き]て</td><td>來（後）</td></tr><tr><td>意向形</td><td>来[こ]よう</td><td>來吧</td></tr></tbody></table>,日本[にほん]へ 来[き]たての ころは、何[なに]も わからなくて 困[こま]った。,剛來日本的時候，什麼都不懂，很困擾。<br><br>🧾 單字速記：<br><ul><li><b>来[き]たて</b>：剛來的</li><li><b>ころ</b>：時候</li><li><b>何[なに]も</b>：什麼都（不）</li><li><b>わからない</b>：不知道、不懂</li><li><b>困[こま]る</b>：困擾</li></ul>,「来[く]る」＋「たて」→「来[き]たて」表示「剛來到、剛抵達」。語感：經驗尚淺、剛開始適應。<br><br>📝 語感補充：<br><ul><li><b>「〜たてのころ」</b>：這是一個常見的組合，意思是「剛...的時候」，用來回憶某個動作剛發生不久後的時期。</li><li><b>非食物用法</b>：「〜たて」雖然常用於食物，但像這樣用於描述經歷或狀態也完全可以，表示「剛...還很新/不習慣」的感覺。</li></ul>,❌ 時態錯誤：× 来ましたばかり（語法正確但語氣較客觀）❌ 誤用情境：× 行きたて（很少用，因「行く」動作未結束）
名詞＋こそ,表示強調主題、原因或對象，相當於中文的「正是～」「才是～」。可用於感謝、強調、肯定等語氣。<br><br>🧠 文法解析：<br><ul><li><div><b>いつも お世話[せわ]に なっております。</b></div><ul><li><div>這是一句非常禮貌的寒暄語，意思是「一直以來承蒙您照顧了」。</div></li></ul></li><li><div><b>いいえ、こちらこそ。</b></div><ul><li><div><b>いいえ</b>：不，哪裡的話。</div></li><li><div><b>こちらこそ</b>：「我才要(說這句話)」。こそ在這裡強調「こちら」(我方)，表達「我才應該感謝您」的謙虛心情。</div></li></ul></li></ul>,いつも お世話[せわ]に なっております。いいえ、こちらこそ。,哪裡哪裡，彼此彼此。<br><br>🧾 單字速記：<br><ul><li><b>いつも</b>：一直、總是</li><li><b>お世話[せわ]になる</b>：承蒙照顧</li><li><b>こちらこそ</b>：我才要(感謝)</li></ul>,「こちらこそ」是最常見固定用法，表示「我才要感謝您／才是我該說謝謝」。多用於寒暄或禮貌回應。<br><br>📝 語感補充：<br><ul><li><b>強烈肯定的語氣</b>：「こそ」用來強調前面的名詞，帶有「別的都不是，正是這個！」的強烈指定感。</li><li><b>禮貌的相互關係</b>：「こちらこそ」是日本人際交往中非常重要的句子，體現了謙虛和互相尊重的文化。當對方感謝或道歉時，用這句話可以非常得體地回應。</li></ul>,❌ 語用錯誤：× こちらがこそ（錯誤形態）❌ 過度使用於上對下場合（顯得失禮）
名詞＋こそ,表示「正是～」，強調特定事物是目標或焦點。<br><br>🧠 文法解析：<br><ul><li><div><b>これこそ</b></div><ul><li><div><b>これ</b>：代名詞，「這個」。</div></li><li><div><b>こそ</b>：係助詞，強力強調「これ」，表示「正是這個！」。</div></li></ul></li><li><div><b>私[わたし]が 以前[いぜん]から 探[さが]していた 本[ほん]です。</b></div><ul><li><div><b>私が...探していた</b>：一個修飾「本」的子句，「我一直在找的」。</div></li><li><div><b>です</b>：禮貌體結尾。</div></li></ul></li></ul>,これこそ 私[わたし]が 以前[いぜん]から 探[さが]していた 本[ほん]です。,這正是我一直在找的書。<br><br>🧾 單字速記：<br><ul><li><b>これ</b>：這個</li><li><b>こそ</b>：正是、才是</li><li><b>以前[いぜん]から</b>：從以前開始</li><li><b>探[さが]す</b>：尋找</li><li><b>本[ほん]</b>：書</li></ul>,「これこそ」強調「這個東西才是我要的」。語氣帶有「確信」或「找到答案」的感嘆感。<br><br>📝 語感補充：<br><ul><li><b>發現的喜悅</b>：「これこそ」經常用於表達「踏破鐵鞋無覓處，得來全不費工夫」的驚喜和滿足感。</li><li><b>主觀強調</b>：「こそ」表達的是說話者主觀的強烈認定。在議論文或演講中也常用來強調自己的主張，如「努力こそ成功の鍵だ」（努力才是成功的關鍵）。</li></ul>,❌ 語氣錯置：× これです（太平淡）❌ 搭配誤用：× これがこそ（助詞錯誤）
