Pattern,Explanation,Example Sentence,Example Translation,Additional Notes,Pitfalls
動詞て形＋くれ と 言われました,表示「被要求／被拜託做某事」，語氣比命令形柔和。<br><br>🧠 文法解析：<br><ul><li><div><b> 先生[せんせい]に</b></div><ul><li><div><b> 先生</b>：老師。</div></li></ul></li><li><div><b> 早[はや]く 帰[かえ]って くれ と</b></div><ul><li><div><b> 帰[かえ]る</b>：回家。</div></li><li><div><b> 帰[かえ]って くれ</b>：給我回（請求）。</div></li></ul></li><li><div><b> 言[い]われました。</b></div><ul><li><div><b> 言[い]われる</b>：被說。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  帰[かえ]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 帰[かえ]る</td><td>回</td></tr><tr><td>否定</td><td> 帰[かえ]らない</td><td>不回</td></tr><tr><td>過去</td><td> 帰[かえ]った</td><td>回了</td></tr><tr><td>過去否定</td><td> 帰[かえ]らなかった</td><td>沒回過</td></tr><tr><td>て形</td><td> 帰[かえ]って</td><td>回（後）</td></tr><tr><td><b>請求形</b></td><td><b> 帰[かえ]ってくれ</b></td><td><b>給我回（請求）</b></td></tr></tbody></table>,先生[せんせい]に 早[はや]く 帰[かえ]ってくれ と 言[い]われました。,老師要我早點回家。<br><br>🧾 單字速記：<br><ul><li><b> 早[はや]く 帰[かえ]って くれ</b>：請快回去(帶請求感)</li></ul>,「〜てくれ」＝要對方做某事。轉述時語氣變柔和。<br><br>📝 語感補充：<br><ul><li><b>帶有關懷的請求</b>：比起冰冷的命令形「歸れ」，「歸ってくれ」隱含了一種「我拜託你這樣做」的請求色彩。轉述時即便使用了「言われました」，也能感受到老師語氣中的柔和度。</li><li><b>使用場景</b>：轉述親友的關心、描述較為人性化的指示。</li></ul>,❌ 和命令形混淆：× 帰れと言われた（語氣強）。
動詞て形＋くれ と 頼まれました,表示「被拜託做某事」，語氣帶請求性。<br><br>🧠 文法解析：<br><ul><li><div><b> 父[ちち]に</b></div><ul><li><div><b> 父[ちち]</b>：父親。</div></li></ul></li><li><div><b> ビールを 買[か]って くれ と</b></div><ul><li><div><b> 買[か]う</b>：動詞。</div></li><li><div><b> 買[か]って くれ</b>：幫我買（請求）。</div></li></ul></li><li><div><b> 頼[たの]まれました。</b></div><ul><li><div><b> 頼[たの]む</b>：拜託。</div></li><li><div><b> 頼[たの]まれる</b>：被拜託。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  買[か]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 買[か]う</td><td>買</td></tr><tr><td>否定</td><td> 買[か]わない</td><td>不買</td></tr><tr><td>過去</td><td> 買[か]った</td><td>買了</td></tr><tr><td>過去否定</td><td> 買[か]わなかった</td><td>沒買過</td></tr><tr><td>て形</td><td> 買[か]って</td><td>買（後）</td></tr><tr><td><b>請求形</b></td><td><b> 買[か]ってくれ</b></td><td><b>幫我買（請求）</b></td></tr></tbody></table>,父[ちち]に ビールを 買[か]ってくれ と 頼[たの]まれました。,父母要我買啤酒回來。<br><br>🧾 單字速記：<br><ul><li><b> 買[か]って くれ</b>：幫我買(請求)</li><li><b> 頼[たの]まれる</b>：被拜託</li></ul>,「頼まれました」更偏「被拜託」。<br><br>📝 語感補充：<br><ul><li><b>家人的委託</b>：比起命令，這是一種更具人情味的交代方式。轉述時使用「頼まれました」能反映出家庭成員間那種互助且親密的關係。</li><li><b>使用場景</b>：跑腿回報、解釋行為動機。</li></ul>,❌ 「買ってくださいと言われた」語氣較禮貌但不同。
動詞ない形＋でくれ と 言われました,表示「被要求不要做某事」，否定請求。<br><br>🧠 文法解析：<br><ul><li><div><b> 医者[いしゃ]に</b></div><ul><li><div><b> 医者[いしゃ]</b>：醫生。</div></li></ul></li><li><div><b> たばこを 吸[す]わないで くれ と</b></div><ul><li><div><b> 吸[す]う</b>：抽。</div></li><li><div><b> 吸[す]わないで くれ</b>：拜託不要抽。</div></li></ul></li><li><div><b> 言[い]われました。</b></div><ul><li><div><b> 言[い]われる</b>：被說。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  吸[す]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 吸[す]う</td><td>抽</td></tr><tr><td>否定</td><td> 吸[す]わない</td><td>不抽</td></tr><tr><td>過去</td><td> 吸[す]った</td><td>抽了</td></tr><tr><td>過去否定</td><td> 吸[す]わなかった</td><td>沒抽過</td></tr><tr><td>て形</td><td> 吸[す]って</td><td>抽（後）</td></tr><tr><td><b>否定請求形</b></td><td><b> 吸[す]わないでくれ</b></td><td><b>拜託不要抽</b></td></tr></tbody></table>,医者[いしゃ]に たばこを 吸[す]わないでくれ と 言[い]われました。,醫生要我不要吸菸。<br><br>🧾 單字速記：<br><ul><li><b> 吸[す]わないで くれ</b>：拜託不要抽</li></ul>,比「吸うな」柔和很多，更像「拜託不要…」。<br><br>📝 語感補充：<br><ul><li><b>委婉的醫囑</b>：與強硬的禁令相比，這表達了醫生以一種更具人性化、更有商量餘地的口吻在叮嚀病患。轉述時也帶有一種「被溫柔提醒」的感覺。</li><li><b>使用場景</b>：轉述友善的勸告、描述較溫和的規範。</li></ul>,❌ 錯誤：× 吸わないくれ（缺少 で）。
動詞て形＋くれ と 頼まれました,表示「朋友請我做…」。<br><br>🧠 文法解析：<br><ul><li><div><b> 友達[ともだち]に</b></div><ul><li><div><b> 友達[ともだち]</b>：朋友。</div></li></ul></li><li><div><b> 先生[せんせい]の メールアドレスを</b></div><ul><li><div><b> 先生</b>：老師。</div></li><li><div><b> 地址[アドレス]</b>：電郵地址。</div></li></ul></li><li><div><b> 教[おし]えて くれ と</b></div><ul><li><div><b> 教[おし]える</b>：告知。</div></li><li><div><b> 教[おし]えて くれ</b>：幫我講。</div></li></ul></li><li><div><b> 頼[たo]まれました。</b></div><ul><li><div><b> 頼[たの]まれる</b>：被拜託。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  教[おし]える」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 教[おし]える</td><td>告訴</td></tr><tr><td>否定</td><td> 教[おし]えない</td><td>不告訴</td></tr><tr><td>過去</td><td> 教[おし]えた</td><td>告訴了</td></tr><tr><td>過去否定</td><td> 教[おし]え難かった</td><td>沒告訴過</td></tr><tr><td>て形</td><td> 教[おし]えて</td><td>告訴（後）</td></tr><tr><td><b>請求形</b></td><td><b> 教[おし]えてくれ</b></td><td><b>告訴我（請求）</b></td></tr></tbody></table>,友達[ともだち]に 先生[せんせい]の メールアドレスを 教[おし]えてくれ と 頼[たの]まれました。,朋友要我跟他講老師的 Email。<br><br>🧾 單字速記：<br><ul><li><b> 地址[アドレス]</b>：電郵地址</li><li><b> 教[おし]えて くれ</b>：幫我講、告訴我</li></ul>,常用於親友之間的請求轉述。<br><br>📝 語感補充：<br><ul><li><b>同儕間的互助</b>：展現出朋友之間那種隨性但明確的請求關係。使用「〜てくれ」能準確還原朋友說話時的親暱口吻。</li><li><b>使用場景</b>：轉述私下請求、描述人際交往中的小互助。</li></ul>,❌ 遺漏「くれ」會變成「ただの引用」。
動詞て形＋くれ と 言われました,要求在某時間完成某行動。<br><br>🧠 文法解析：<br><ul><li><div><b> 明日[あした]は 7 時[じ]までに</b></div><ul><li><div><b> までに</b>：在此之前（期限）。</div></li></ul></li><li><div><b> 学校[がっこう]に 来[き]て くれ と</b></div><ul><li><div><b> 来[く]る</b>：來。</div></li><li><div><b> 来[き]て くれ</b>：給我來（請求）。</div></li></ul></li><li><div><b> 言[い]われました。</b></div><ul><li><div><b> 言[い]われる</b>：被說。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  来[く]る」為例 → <b>カ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 来[く]る</td><td>來</td></tr><tr><td>否定</td><td> 来[こ]ない</td><td>不來</td></tr><tr><td>過去</td><td> 来[き]た</td><td>來了</td></tr><tr><td>過去否定</td><td> 来[こ]なかった</td><td>沒來過</td></tr><tr><td>て形</td><td> 来[き]て</td><td>來（後）</td></tr><tr><td><b>請求形</b></td><td><b> 来[き]てくれ</b></td><td><b>給我來（請求）</b></td></tr></table>,明日[あした]は 7時[しちじ]までに 学校[がっこう]に 来[き]てくれ と 言[い]われました。,被要求明天七點以前到學校。<br><br>🧾 單字速記：<br><ul><li><b> 7時[しちじ]までに</b>：七點前</li><li><b> 来[き]て くれ</b>：給我來(帶請求感)</li></ul>,比「來いと言われた」柔和得多，不是命令。<br><br>📝 語感補充：<br><ul><li><b>帶有壓力的期待</b>：雖然比命令形柔和，但由於設定了具體時限且使用了「〜てくれ」，轉述中仍能感受到一種「請務必配合」的外部壓力。</li><li><b>使用場景</b>：集體活動的通知轉述、對正式要求的說明。</li></ul>,❌ 誤寫「來てと言われました」語氣較一般，不是對方的請求語氣。
動詞ない形＋でくれ と 言われました,被要求「不要來」。柔和禁止。<br><br>🧠 文法解析：<br><ul><li><div><b> 太郎[たろう]に</b></div><ul><li><div><b> 太郎</b>：人名。</div></li></ul></li><li><div><b> 来[こ]ないで くれ と</b></div><ul><li><div><b> 来[く]る</b>：動詞。</div></li><li><div><b> 來[こ]ないで くれ</b>：拜託不要來。</div></li></ul></li><li><div><b> 言[い]われました。</b></div><ul><li><div><b> 言[い]われる</b>：被說。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  来[く]る」為例 → <b>カ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 来[く]る</td><td>來</td></tr><tr><td>否定</td><td> 来[こ]ない</td><td>不來</td></tr><tr><td>過去</td><td> 来[き]た</td><td>來了</td></tr><tr><td>過去否定</td><td> 来[こ]なかった</td><td>沒來過</td></tr><tr><td>て形</td><td> 来[き]て</td><td>來（後）</td></tr><tr><td><b>否定請求形</b></td><td><b> 来[こ]ないでくれ</b></td><td><b>拜託不要來</b></td></tr></table>,太郎[たろう]に 来[こ]ないでくれ と 言[い]われました。,太郎要我不要來。<br><br>🧾 單字速記：<br><ul><li><b> 来[こ]ないで くれ</b>：拜託不要來</li></ul>,比「くるな」柔和，是「拜託別來」的語氣。<br><br>📝 語感補充：<br><ul><li><b>委婉的排斥</b>：使用「〜ないでくれ」來轉述，表達了太郎可能並非出於惡意，而是因為某種特殊原因（如驚喜準備、生病等）而「拜託」我暫時不要出現。比起硬性的「くるな」，語氣更顯親近且帶有協商感。</li><li><b>使用場景</b>：轉述親友的特殊叮嚀、描述有苦衷的拒絕。</li></ul>,❌ 不能寫成「來なくてくれ」→語法錯誤。
普通形＋ということだ,表示傳聞・情報來源的內容：「聽說～」「據說～」<br><br>🧠 文法解析：<br><ul><li><div><b> 水道[すいどう] 工事[こうじ]で</b></div><ul><li><div><b> 工事[こうじ]</b>：施工。</div></li><li><div><b>で</b>：原因助詞。</div></li></ul></li><li><div><b> 夜[よる]まで</b></div><ul><li><div><b> まで</b>：到...為止。</div></li></ul></li><li><div><b> 断水[だんすい] する</b></div><ul><li><div><b> 断水[だんすい] する</b>：停水。</div></li></ul></li><li><div><b> という ことだ。</b></div><ul><li><div><b> という ことだ</b>：表示傳聞或結論（據說...、這意味著...）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  断水[だんすい] する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 断水[だんすい] する</td><td>停水</td></tr><tr><td>否定</td><td> 断水[だんすい] しない</td><td>不停水</td></tr><tr><td>過去</td><td> 断水[だんすい] した</td><td>停水了</td></tr><tr><td>過去否定</td><td> 断水[だんすい] しなかった</td><td>沒停過</td></tr><tr><td>て形</td><td> 断水[だんすい] して</td><td>停水（後）</td></tr><tr><td>意向形</td><td> 断水[だんすい] しよう</td><td>停水吧</td></tr></tbody></table>,水道工事[すいどうこうじ]で 夜[よる]まで 断水[だんすい]する ということだ。,據說因為自來水管施工，晚上前會停水。<br><br>🧾 單字速記：<br><ul><li><b> 水道[すいどう]</b>：自來水</li><li><b> 断水[だんすい]</b>：停水</li><li><b> という ことだ</b>：據說</li></ul>,常與新聞、通知、他人轉述一起使用。<br><br>📝 語感補充：<br><ul><li><b>傳聞的正當性</b>：比起「〜そうだ」，「〜ということだ」更常用於書面、新聞或正式的通知中，強調該訊息是有明確來源或事實根據的。</li><li><b>使用場景</b>：公告解讀、報紙摘錄、向他人解釋收到的指令。</li></ul>,❌ 不要誤用「そうだ」→語氣較口語。
普通形＋ということだ,表示「根據某人所說」。<br><br>🧠 文法解析：<br><ul><li><div><b> 部長[ぶちょう]の 話[はなし]では、</b></div><ul><li><div><b> 部長[ぶちょう]</b>：職稱。</div></li><li><div><b> 話[はなし]</b>：名詞，「話」。</div></li><li><div><b>では</b>：表示資訊來源。</div></li></ul></li><li><div><b> 今年[ことし]の 忘年会[ぼうねんかい]は</b></div><ul><li><div><b> 忘年会[ぼうねんかい]</b>：尾牙、年終聚會。</div></li></ul></li><li><div><b> 中止[ちゅうし]に なった</b></div><ul><li><div><b> 中止[ちゅうし]</b>：取消。</div></li><li><div><b>なる</b>：變得。</div></li></ul></li><li><div><b> という ことです。</b></div><ul><li><div><b> という ことです</b>：據說（禮貌體）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  なる」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> なる</td><td>變</td></tr><tr><td>否定</td><td> ならない</td><td>不變</td></tr><tr><td>過去</td><td> なった</td><td>變了</td></tr><tr><td>過去否定</td><td> ならなかった</td><td>沒變過</td></tr><tr><td>て形</td><td> なって</td><td>變（後）</td></tr><tr><td><b>意向形</b></td><td><b> なろう</b></td><td><b>變吧 (本句使用 過去式 なった 表示結果)</b></td></tr></tbody></table>,部長[ぶちょう]の 話[はなし]では、 今年[ことし]の 忘年会[ぼうねんかい]は 中止[ちゅうし]になった ということです。,據部長所說，今年的尾牙取消。<br><br>🧾 單字速記：<br><ul><li><b> 忘年会[ぼうねんかい]</b>：尾牙</li><li><b> 中止[ちゅうし]</b>：取消</li><li><b> という ことです</b>：據說</li></ul>,「〜では」指出訊息來源。<br><br>📝 語感補充：<br><ul><li><b>權威消息的轉述</b>：使用「部長の話では」搭配「ということだ」，表達這是一個來自上級的、既定的事實或決定，語氣正式且精準。</li><li><b>使用場景</b>：辦公室傳達上級指示、說明公司政策。</li></ul>,❌ 「中止というです」錯誤。
普通形＋ということだ,表示「得知的情報內容」。<br><br>🧠 文法解析：<br><ul><li><div><b> 鈴木[すずき] 先生[せんせい]は</b></div><ul><li><div><b> 鈴木[すずき]</b>：人名。</div></li><li><div><b> 先生</b>：老師。</div></li></ul></li><li><div><b> 入院[にゅういん] する</b></div><ul><li><div><b> 入院[にゅういん] する</b>：住院。</div></li></ul></li><li><div><b> という ことです。</b></div><ul><li><div><b> という ことです</b>：據說（禮貌體）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  入院[にゅういん] する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 入院[にゅういん] する</td><td>住院</td></tr><tr><td>否定</td><td> 入院[にゅういん] しない</td><td>不住院</td></tr><tr><td>過去</td><td> 入院[にゅういん] した</td><td>住院了</td></tr><tr><td>過去否定</td><td> 入院[にゅういん] しなかった</td><td>沒住院過</td></tr><tr><td>て形</td><td> 入院[にゅういん] して</td><td>住院（後）</td></tr><tr><td>意向形</td><td> 入院[にゅういん] しよう</td><td>住院吧</td></tr></tbody></table>,鈴木[すずき]先生[せんせい]は 入院[にゅういん]する ということです。,據說鈴木老師要住院。<br><br>🧾 單字速記：<br><ul><li><b> 入院[にゅういん] する</b>：住院</li><li><b> という ことです</b>：據說</li></ul>,等同於「入院するそうです」但更正式。<br><br>📝 語感補充：<br><ul><li><b>正式的近況說明</b>：在向第三方（如校方、家長）說明老師的情況時，使用「ということだ」能展現出客觀且莊重的態度，避免像「そうです」那樣顯得太過口語。</li><li><b>使用場景</b>：對外說明近況、正式的請假解釋、轉述醫療訊息。</li></ul>,❌ 不等於「入院します」—那是本人意志或確定。
名詞＋だ／な形容詞＋だ ＋ ということだ,表示敘述性的傳聞。<br><br>🧠 文法解析：<br><ul><li><div><b> 鈴木[すずき]さんは</b></div><ul><li><div><b> 鈴木[すずき]</b>：人名。</div></li></ul></li><li><div><b> とても 頭[あたま]の いい 人[ひと]だ</b></div><ul><li><div><b> とても</b>：非常。</div></li><li><div><b> 頭[あたま]の いい</b>：聰明的。</div></li><li><div><b>だ</b>：斷定。</div></li></ul></li></li><li><div><b> という ことです。</b></div><ul><li><div><b> という ことです</b>：據說。</div></li></ul></li></ul>,鈴木[すずき]さんは とても 頭[あたま]の いい 人[ひと]だ ということです。,據說鈴木先生是個頭腦很好的人。<br><br>🧾 單字速記：<br><ul><li><b> 頭[あたま]の いい</b>：聰明的</li><li><b> という ことです</b>：據說</li></ul>,可用於描述印象、評價等。<br><br>📝 語感補充：<br><ul><li><b>評價的轉述</b>：用於轉述大眾或特定人士對某人的評價。使用「ということだ」能明確表示這是外界的說法，說話者本身可能尚未親自證實。</li><li><b>使用場景</b>：人物簡介、聽取他人推薦、討論同事評價。</li></ul>,❌ 不可漏掉「だ」。
普通形＋ということだ,表示「推論出來的結論」。<br><br>🧠 文法解析：<br><ul><li><div><b> 明日[あす]の 授業[じゅぎょう]は</b></div><ul><li><div><b> 明日[あす]</b>：明天。</div></li><li><div><b> 授業[じゅぎょう]</b>：課程。</div></li></ul></li><li><div><b> 休講[きゅうこう] という ことです。</b></div><ul><li><div><b> 休講[きゅうこう]</b>：停課。</div></li><li><div><b> という ことです</b>：也就是說...。</div></li></ul></li></ul>,明日[あす]の 授業[じゅぎょう]は 休講[きゅうこう]ということです。,明天的課停課了。<br><br>🧾 單字速記：<br><ul><li><b> 休講[きゅうこう]</b>：停課</li><li><b> という ことです</b>：據說/也就是說</li></ul>,前後文常有原因或通知。<br><br>📝 語感補充：<br><ul><li><b>邏輯結論的宣告</b>：在這裡「ということだ」不僅是聽說，還有一種「根據目前的狀況（如老師生病等），結果就是明天的課停了」的結論感。</li><li><b>使用場景</b>：布告欄消息的解讀、同學間告知停課訊息。</li></ul>,❌ 與「休講です」語氣不同，後者更直接。
普通形＋ということだ,表示「情況將如此」。<br><br>🧠 文法解析：<br><ul><li><div><b> 今日[きょう]から、</b></div><ul><li><div><b> 今日[きょう]</b>：今天。</div></li><li><div><b>から</b>：從。</div></li></ul></li><li><div><b> 寒[さむ]くなる</b></div><ul><li><div><b> 寒[さむ]い</b>：冷。</div></li><li><div><b>なる</b>：變得。</div></li></ul></li><li><div><b> という ことだ。</b></div><ul><li><div><b> という ことだ</b>：據說。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  なる」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> なる</td><td>變</td></tr><tr><td>否定</td><td> ならない</td><td>不變</td></tr><tr><td>過去</td><td> かった</td><td>變了</td></tr><tr><td>過去否定</td><td> ならなかった</td><td>沒變過</td></tr><tr><td>て形</td><td> なって</td><td>變（後）</td></tr><tr><td><b>意向形</b></td><td><b> なろう</b></td><td><b>變吧 (本句使用 辭書形 なる 表示即將發生的情況)</b></td></tr></tbody></table>,今日[きょう]から、 寒[さむ]くなる ということだ。,據說從今天開始會變冷。<br><br>🧾 單字速記：<br><ul><li><b> 寒[さむ]くなる</b>：變冷</li><li><b> という ことだ</b>：據說</li></ul>,用於天氣、趨勢、預測。<br><br>📝 語感補充：<br><ul><li><b>預報的轉述</b>：在轉述天氣預報或某種大環境的變動趨勢時，使用「ということだ」能帶出一種「這是已經發布的、具有公信力的訊息」的語感。</li><li><b>使用場景</b>：天氣討論、季節轉換時的提醒。</li></ul>,❌ 不等於「なるでしょう」—那是推測。
普通形＋ということだ,表示「根據新聞」。<br><br>🧠 文法解析：<br><ul><li><div><b> ニュース によると、</b></div><ul><li><div><b> ニュース</b>：新聞。</div></li><li><div><b>に よると</b>：根據。</div></li></ul></li><li><div><b> 今度[こんど]の 台風[たいふう]は</b></div><ul><li><div><b> 今度</b>：這次。</div></li><li><div><b> 台風</b>：颱風。</div></li></ul></li><li><div><b> 大型[おおがた]だ</b></div><ul><li><div><b> 大型[おおがた]</b>：な形容詞/名詞，「大型」。</div></li><li><div><b>だ</b>：斷定。</div></li></ul></li><li><div><b> という ことです。</b></div><ul><li><div><b> という ことです</b>：據說。</div></li></ul></li></ul>,ニュース によると、 今度[こんど]の 台風[たいふう]は 大型[おおがた]だ ということです。,根據新聞，這次的颱風是強烈颱風。<br><br>🧾 單字速記：<br><ul><li><b> 台風[たいふう]</b>：颱風</li><li><b> 大型[おおがた]</b>：大型/強烈</li><li><b> という ことです</b>：據說</li></ul>,「〜によると」與「ということだ」常搭配。<br><br>📝 語感補充：<br><ul><li><b>客觀來源的引述</b>：這是新聞報導轉述中最標準、最嚴謹的結構。強調訊息並非個人主觀判斷，而是來自可靠的傳媒。</li><li><b>使用場景</b>：播報新聞、討論災情預防、轉述社會大事。</li></ul>,❌ 不要寫成「大型ことだ」錯誤。
名詞＋を＋名詞＋と言います,表示「把 A 稱為 B」，A＝事物本身、B＝名稱。<br><br>🧠 文法解析：<br><ul><li><div><b> お正月[しょうがつ]に</b></div><ul><li><div><b> お正月[しょうがつ]</b>：過年、新年。</div></li></ul></li><li><div><b> 食[た]べる 料理[りょうり]を</b></div><ul><li><div><b> 食[た]べる</b>：吃。</div></li><li><div><b> 料理[りょうり]</b>：料理。</div></li><li><div><b>を</b>：標示定義的對象。</div></li></ul></li><li><div><b> おせち 料理[りょうり] と</b></div><ul><li><div><b> おせち 料理</b>：年菜。</div></li><li><div><b>と</b>：引用助詞。</div></li></ul></li><li><div><b> 言[い]います。</b></div><ul><li><div><b> 言[い]う</b>：說、稱呼。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  食[た]べる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 食[た]べる</td><td>吃</td></tr><tr><td>否定</td><td> 食[た]べない</td><td>不吃</td></tr><tr><td>過去</td><td> 食[た]べた</td><td>吃了</td></tr><tr><td>過去否定</td><td> 食[た]べなかった</td><td>沒吃過</td></tr><tr><td>て形</td><td> 食[た]べて</td><td>吃（後）</td></tr><tr><td>意向形</td><td> 食[た]べよう</td><td>吃吧</td></tr></tbody></table>,お正月に 食[た]べる 料理[りょうり]を おせち料理[りょうり] と 言[い]います。,過年吃的菜叫做「年菜」。<br><br>🧾 單字速記：<br><ul><li><b> お正月[しょうがつ]</b>：過年</li><li><b> おせち料理[りょうり]</b>：年菜</li><li><b> 言[い]います</b>：叫做</li></ul>,A（實體）→ B（名稱）。教科書式用法。<br><br>📝 語感補充：<br><ul><li><b>定義與命名</b>：這是用來向他人介紹事物名稱時最核心的句型。常用於文化介紹或專業術語的解釋。</li><li><b>使用場景</b>：向外國人介紹日本文化、教學演示、詞彙定義。</li></ul>,❌ 不要顛倒成「おせち料理を料理と言います」。
名詞＋を＋名詞＋と言います,表示「A 稱為 B」。<br><br>🧠 文法解析：<br><ul><li><div><b> お正月[しょうがつ]に</b></div><ul><li><div><b> お正月</b>：新年。</div></li></ul></li><li><div><b> 飲[の]む お酒[さけ]を</b></div><ul><li><div><b> 飲[の]む</b>：喝。</div></li><li><div><b> お酒[さけ]</b>：酒。</div></li></ul></li><li><div><b> お屠蘇[とそ] と 言[い]います。</b></div><ul><li><div><b> お屠蘇[とそ]</b>：屠蘇酒（一種過年喝的藥酒）。</div></li><li><div><b> 言[い]う</b>：叫做。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  飲[の]む」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 飲[の]む</td><td>喝</td></tr><tr><td>否定</td><td> 飲[の]まない</td><td>不喝</td></tr><tr><td>過去</td><td> 飲[の]んだ</td><td>喝了</td></tr><tr><td>過去否定</td><td> 飲[の]まなかった</td><td>沒喝過</td></tr><tr><td>て形</td><td> 飲[の]んで</td><td>喝（後）</td></tr><tr><td>意向形</td><td> 飲[の]もう</td><td>喝吧</td></tr></tbody></table>,お正月に 飲[の]む お酒[さけ]を お屠蘇[とそ] と 言います。,過年喝的酒叫做「屠蘇」。<br><br>🧾 單字速記：<br><ul><li><b> お屠蘇[とそ]</b>：屠蘇酒</li><li><b> 言[い]います</b>：叫做</li></ul>,常用於文化用語、專有名詞介紹。<br><br>📝 語感補充：<br><ul><li><b>文化傳承的命名</b>：特別適用於介紹具有特定歷史或傳統背景的專有名詞。語氣平實且具知識性。</li><li><b>使用場景</b>：導覽解說、民俗介紹、餐飲知識分享。</li></ul>,❌ 「と言うです」錯誤，敬體只能用「と言います」。
名詞句＋を＋名詞＋と言います,表示「某習俗／活動的名稱是 B」。<br><br>🧠 文法解析：<br><ul><li><div><b> お正月[しょうがつ]に 神社[じんじゃ]や お寺[てら]に 行[い]く ことを</b></div><ul><li><div><b> 神社[じんじゃ]</b>：神社。</div></li><li><div><b> お寺[てら]</b>：寺廟。</div></li><li><div><b> 行[い]く</b>：動詞，「去」。</div></li><li><div><b> こと</b>：名詞化（去這件事）。</div></li></ul></li><li><div><b> 初詣[はつもうで] と 言[い]います。</b></div><ul><li><div><b> 初詣[はつもうで]</b>：初詣（新年第一次參拜）。</div></li><li><div><b> 言[い]う</b>：叫做。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  行[い]く」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 行[い]く</td><td>去</td></tr><tr><td>否定</td><td> 行[い]かない</td><td>不去</td></tr><tr><td>過去</td><td> 行[い]った</td><td>去了</td></tr><tr><td>過去否定</td><td> 行[い]かなかった</td><td>沒去過</td></tr><tr><td>て形</td><td> 行[い]って</td><td>去（後）</td></tr><tr><td>意向形</td><td> 行[い]こう</td><td>去吧</td></tr></tbody></table>,お正月に 神社[じんじゃ]や お寺[てら]に 行[い]く ことを 初詣[はつもうで] と 言[い]います。,過年去神社寺廟拜拜叫「初詣」。<br><br>🧾 單字速記：<br><ul><li><b> 初詣[はつもうで]</b>：新年參拜</li><li><b> 神社[じんじゃ]</b>：神社</li></ul>,「〜ことを〜と言います」常用於描述活動名稱。<br><br>📝 語感補充：<br><ul><li><b>活動行為的定義</b>：這不僅僅是命名一個物品，而是將「一連串特定的行為或習慣」定義為一個專有的動詞或名詞。語氣權威且清晰。</li><li><b>使用場景</b>：節慶介紹、運動規則說明、社會習俗定義。</li></ul>,❌ 誤用「初詣と言っています」→語感奇怪。
